age,income,employment_years,credit_score,loan_amount,loan_term_months,loan_purpose,marital_status,dependents,existing_debt,home_ownership,education_level,num_of_credit_lines,previous_defaults,months_since_last_default,debt_to_income,loan_to_income,interest_rate,approved,approval_prob
43,37836.0,7.0,668.0,19623,48,debt_consolidation,single,3,12321.0,rent,high_school,4,0,,0.326,0.519,0.17,0,0.454
25,30096.0,5.0,547.0,2116,60,personal,single,1,20602.0,own,high_school,4,0,,0.685,0.07,0.14,0,0.219
67,58475.0,2.0,577.0,17020,36,medical,single,1,4894.0,own,bachelor,3,0,,0.084,0.291,0.17,0,0.443
45,31050.0,6.0,780.0,17365,24,car,single,1,0.0,own,bachelor,3,0,,0.0,0.559,0.122,1,0.618
45,10841.0,3.0,597.0,3757,48,education,married,0,20787.0,own,high_school,2,0,,1.917,0.347,0.171,0,0.058
54,16397.0,2.0,634.0,23860,36,debt_consolidation,married,0,17945.0,mortgage,bachelor,4,0,,1.094,1.455,0.35,0,0.033
58,9918.0,7.0,669.0,500,24,personal,married,1,14818.0,own,other,3,0,,1.494,0.05,0.076,0,0.068
53,56188.0,6.0,564.0,40197,48,business,single,0,0.0,mortgage,high_school,1,0,,0.0,0.715,0.261,0,0.33
44,53760.0,3.0,758.0,14625,36,car,divorced,0,24398.0,rent,high_school,2,0,,0.454,0.272,0.075,0,0.471
34,52513.0,5.0,651.0,6445,36,personal,married,2,27233.0,mortgage,high_school,1,0,,0.519,0.123,0.099,0,0.366
26,64693.0,7.0,631.0,21177,36,debt_consolidation,married,0,14223.0,rent,high_school,8,0,,0.22,0.327,0.15,1,0.798
50,79799.0,4.0,735.0,21262,24,medical,single,1,4057.0,own,bachelor,6,0,,0.051,0.266,0.086,1,0.846
37,35193.0,4.0,723.0,35461,48,personal,married,0,4371.0,rent,other,3,0,,0.124,1.008,0.24,0,0.301
30,60162.0,3.0,807.0,32822,12,debt_consolidation,married,1,4069.0,mortgage,bachelor,5,0,,0.068,0.546,0.106,1,0.773
45,10510.0,6.0,615.0,1702,72,debt_consolidation,single,1,3385.0,mortgage,bachelor,2,0,,0.322,0.162,0.125,0,0.295
65,84468.0,4.0,825.0,12300,36,medical,married,0,4691.0,rent,bachelor,6,1,39.0,0.056,0.146,0.067,1,0.81
46,18879.0,5.0,702.0,5903,60,debt_consolidation,married,0,14848.0,mortgage,high_school,3,0,,0.786,0.313,0.112,0,0.209
30,32248.0,7.0,785.0,22422,60,personal,single,1,23447.0,rent,high_school,4,0,,0.727,0.695,0.146,0,0.297
63,,4.0,729.0,29150,36,debt_consolidation,married,1,31767.0,rent,master,2,0,,0.635,0.583,0.202,0,0.113
52,11843.0,3.0,599.0,1834,60,education,single,0,0.0,mortgage,bachelor,3,0,,0.0,0.155,0.132,0,0.427
23,50814.0,1.0,583.0,14368,60,home_improvement,married,3,0.0,rent,high_school,6,0,,0.0,0.283,0.165,1,0.586
35,55348.0,5.0,506.0,8681,36,debt_consolidation,widowed,0,22663.0,rent,high_school,4,0,,0.409,0.157,0.178,0,0.386
68,45265.0,8.0,489.0,23444,72,personal,divorced,0,0.0,mortgage,bachelor,2,0,,0.0,0.518,0.259,0,0.356
22,11494.0,5.0,601.0,19095,12,medical,married,0,0.0,mortgage,master,5,0,,0.0,1.661,0.35,0,0.078
64,99585.0,5.0,751.0,26758,36,debt_consolidation,married,2,0.0,rent,bachelor,4,0,,0.0,0.269,0.078,1,0.921
42,63731.0,3.0,610.0,10789,60,debt_consolidation,married,0,7358.0,rent,master,7,1,30.0,0.115,0.169,0.179,1,0.522
19,115856.0,3.0,596.0,13834,36,medical,married,0,34535.0,rent,bachelor,6,0,,0.298,0.119,0.126,1,0.801
27,29872.0,,706.0,18941,60,personal,single,0,8082.0,rent,high_school,4,0,,0.271,0.634,0.174,0,0.402
47,73947.0,5.0,581.0,12289,60,medical,single,1,14114.0,rent,other,5,0,,0.191,0.166,0.143,1,0.667
67,69482.0,7.0,797.0,17990,72,education,married,0,0.0,mortgage,high_school,2,1,29.0,0.0,0.259,0.103,1,0.722
62,42736.0,6.0,629.0,27701,48,debt_consolidation,single,0,26114.0,rent,high_school,5,0,,0.611,0.648,0.215,0,0.277
22,85276.0,8.0,724.0,36336,72,personal,divorced,1,23073.0,own,master,5,0,,0.271,0.426,0.123,1,0.814
50,39865.0,8.0,634.0,10117,48,medical,married,0,2968.0,mortgage,high_school,3,0,,0.074,0.254,0.134,1,0.588
18,40978.0,8.0,652.0,36475,36,car,single,1,0.0,mortgage,bachelor,2,0,,0.0,0.89,0.252,0,0.396
35,5000.0,9.0,740.0,9977,48,car,single,0,24369.0,rent,master,5,0,,4.873,1.995,0.35,0,0.01
49,60226.0,5.0,668.0,23689,48,car,married,1,6613.0,own,bachelor,8,1,23.0,0.11,0.393,0.195,1,0.567
64,16862.0,3.0,770.0,10056,48,personal,divorced,0,43.0,mortgage,high_school,5,0,,0.003,0.596,0.134,1,0.53
66,36232.0,4.0,587.0,4704,48,medical,single,1,4502.0,rent,bachelor,4,0,,0.124,0.13,0.132,1,0.476
28,24345.0,5.0,546.0,27227,48,personal,married,0,13580.0,rent,master,3,0,,0.558,1.118,0.35,0,0.053
38,40844.0,6.0,510.0,14509,48,car,married,1,20978.0,rent,bachelor,4,1,109.0,0.514,0.355,0.266,0,0.097
43,61097.0,7.0,750.0,27840,72,education,married,1,14847.0,own,bachelor,4,1,111.0,0.243,0.456,0.166,0,0.517
42,50279.0,4.0,722.0,22520,48,personal,married,1,14073.0,rent,other,3,0,,0.28,0.448,0.129,0,0.496
39,67741.0,6.0,629.0,19111,36,debt_consolidation,single,0,6393.0,mortgage,other,1,0,,0.094,0.282,0.142,0,0.608
44,81641.0,13.0,674.0,20512,60,home_improvement,married,2,12184.0,mortgage,bachelor,3,0,,0.149,0.251,0.113,1,0.872
66,40780.0,3.0,736.0,25886,36,education,single,1,4129.0,own,high_school,4,0,,0.101,0.635,0.159,0,0.552
30,38036.0,7.0,635.0,24264,60,personal,single,0,5953.0,mortgage,bachelor,4,0,,0.157,0.638,0.21,0,0.433
50,73943.0,7.0,509.0,10955,24,debt_consolidation,single,2,31325.0,rent,high_school,5,0,,0.424,0.148,0.175,1,0.567
51,75926.0,2.0,510.0,19229,36,debt_consolidation,single,1,10633.0,mortgage,bachelor,2,0,,0.14,0.253,0.196,0,0.432
58,68515.0,5.0,562.0,30006,24,debt_consolidation,married,1,4487.0,mortgage,bachelor,2,0,,0.065,0.438,0.207,0,0.502
52,26196.0,2.0,658.0,15453,24,debt_consolidation,single,1,0.0,mortgage,bachelor,4,0,,0.0,0.59,0.189,0,0.397
18,60566.0,4.0,575.0,10059,60,debt_consolidation,married,0,0.0,rent,bachelor,2,0,,0.0,0.166,0.146,1,0.587
38,52737.0,3.0,733.0,8786,36,car,married,0,,mortgage,phd,7,0,,,0.167,0.067,0,0.517
65,76313.0,3.0,548.0,23492,60,personal,divorced,0,42935.0,own,high_school,3,0,,0.563,0.308,0.188,0,0.305
23,35678.0,1.0,595.0,12596,48,education,married,3,19416.0,own,high_school,1,0,,0.544,0.353,0.173,0,0.173
45,8335.0,7.0,504.0,18622,36,debt_consolidation,widowed,1,0.0,rent,master,2,0,,0.0,2.234,0.35,0,0.039
34,67256.0,4.0,614.0,12119,60,personal,single,0,51019.0,rent,bachelor,5,0,,0.759,0.18,0.129,1,0.392
18,5000.0,9.0,651.0,101357,48,education,married,0,0.0,own,bachelor,3,0,,0.0,20.267,0.35,0,0.051
48,31712.0,4.0,736.0,16502,60,debt_consolidation,single,1,15899.0,own,phd,0,0,,0.501,0.52,0.136,0,0.223
22,24420.0,6.0,660.0,29282,48,home_improvement,married,1,0.0,own,bachelor,5,1,67.0,0.0,1.199,0.35,0,0.143
55,24252.0,3.0,709.0,28915,36,business,single,2,0.0,mortgage,bachelor,1,0,,0.0,1.192,0.284,0,0.159
20,31274.0,8.0,730.0,14119,60,medical,married,1,13481.0,rent,high_school,7,1,117.0,0.431,0.451,0.175,0,0.335
40,80434.0,6.0,681.0,28333,36,car,single,1,15385.0,rent,bachelor,4,0,,0.191,0.352,0.13,1,0.745
54,70514.0,5.0,578.0,11622,48,debt_consolidation,single,0,11785.0,own,bachelor,5,0,,0.167,0.165,0.144,1,0.7
54,43707.0,3.0,682.0,17661,72,personal,married,0,32397.0,own,bachelor,7,0,,0.741,0.404,0.14,0,0.346
27,78341.0,11.0,769.0,7203,36,debt_consolidation,divorced,0,9280.0,own,master,3,0,,0.118,0.092,0.034,1,0.932
27,23443.0,7.0,625.0,20936,48,business,single,2,22184.0,mortgage,bachelor,3,0,,0.946,0.893,0.266,0,0.051
36,20043.0,6.0,694.0,18013,36,education,divorced,0,0.0,mortgage,other,2,0,,0.0,0.899,0.233,0,0.351
34,71590.0,6.0,692.0,20142,24,debt_consolidation,single,1,29425.0,rent,master,1,1,20.0,0.411,0.281,0.16,0,0.312
38,64491.0,6.0,620.0,1399,48,debt_consolidation,married,0,30706.0,own,bachelor,3,0,,0.476,0.022,0.094,0,0.571
31,38493.0,6.0,725.0,500,48,debt_consolidation,divorced,0,6182.0,own,bachelor,2,0,,0.161,0.013,0.04,1,0.685
26,21613.0,5.0,619.0,3674,48,debt_consolidation,single,3,15628.0,rent,bachelor,3,0,,0.723,0.17,0.124,0,0.206
63,86493.0,8.0,686.0,19991,36,debt_consolidation,single,1,0.0,other,high_school,1,0,,0.0,0.231,0.103,1,0.835
18,6997.0,6.0,631.0,21735,60,education,single,0,6693.0,own,high_school,5,0,,0.956,3.106,0.35,0,0.052
68,35039.0,8.0,653.0,26293,12,car,single,4,21060.0,mortgage,high_school,1,0,,0.601,0.75,0.224,0,0.155
62,55714.0,13.0,725.0,10955,36,car,married,2,17273.0,other,other,2,0,,0.31,0.197,0.077,1,0.761
30,95054.0,4.0,494.0,17086,60,education,married,0,0.0,rent,high_school,3,0,,0.0,0.18,0.189,1,0.718
21,59578.0,1.0,699.0,7990,72,personal,divorced,2,0.0,rent,bachelor,3,0,,0.0,0.134,0.077,1,0.687
18,62008.0,4.0,707.0,28674,48,personal,single,1,1180.0,rent,bachelor,2,0,,0.019,0.462,0.139,1,0.617
66,35765.0,2.0,604.0,7907,60,debt_consolidation,married,2,13297.0,rent,bachelor,6,0,,0.372,0.221,0.142,0,0.412
57,64212.0,7.0,647.0,26785,36,car,single,4,0.0,rent,bachelor,5,0,,0.0,0.417,0.16,0,0.755
49,52633.0,4.0,572.0,12487,36,debt_consolidation,divorced,0,0.0,other,high_school,2,0,,0.0,0.237,0.161,0,0.518
51,10288.0,5.0,586.0,30752,60,debt_consolidation,single,2,0.0,other,master,1,0,,0.0,2.989,0.35,0,0.027
45,69823.0,8.0,672.0,16830,72,education,widowed,0,41293.0,mortgage,master,5,0,,0.591,0.241,0.112,1,0.683
48,74260.0,6.0,850.0,16611,36,home_improvement,married,0,13030.0,mortgage,bachelor,6,0,,0.175,0.224,0.03,1,0.923
25,70084.0,5.0,703.0,7459,24,business,married,0,0.0,rent,master,5,0,,0.0,0.106,0.07,1,0.847
56,50833.0,2.0,582.0,36670,24,home_improvement,single,1,25495.0,own,high_school,6,0,,0.502,0.721,0.253,0,0.231
43,26096.0,6.0,712.0,24908,36,debt_consolidation,married,0,32404.0,rent,high_school,4,1,41.0,1.242,0.954,0.285,0,0.041
51,5000.0,5.0,696.0,20120,60,personal,married,1,13200.0,rent,bachelor,7,0,,2.639,4.023,0.35,0,0.01
20,53926.0,6.0,512.0,17396,48,debt_consolidation,married,1,19346.0,rent,master,3,0,,0.359,0.323,0.209,0,0.338
67,77049.0,3.0,625.0,8393,48,debt_consolidation,married,1,29632.0,mortgage,high_school,3,0,,0.385,0.109,0.109,1,0.578
29,74888.0,6.0,639.0,21733,48,debt_consolidation,single,0,19084.0,rent,bachelor,3,0,,0.255,0.29,0.138,1,0.654
18,70402.0,6.0,659.0,14333,60,personal,single,0,19489.0,rent,high_school,4,0,,0.277,0.204,0.111,1,0.692
61,48145.0,4.0,647.0,15575,24,home_improvement,married,2,0.0,mortgage,other,4,0,,0.0,0.323,0.141,1,0.628
22,77187.0,7.0,662.0,23910,60,car,single,1,0.0,mortgage,master,4,0,,0.0,0.31,0.131,1,0.811
47,73104.0,4.0,575.0,17845,72,business,married,1,22922.0,rent,bachelor,4,0,,0.314,0.244,0.161,0,0.517
47,39434.0,0.0,624.0,15182,36,education,married,1,6636.0,rent,other,3,0,,0.168,0.385,0.165,0,0.359
34,66915.0,9.0,629.0,29356,60,personal,single,1,3178.0,mortgage,high_school,4,0,,0.047,0.439,0.173,1,0.731
65,,1.0,743.0,6811,60,home_improvement,married,0,24598.0,rent,bachelor,4,0,,0.492,0.136,0.066,0,0.34
64,63501.0,6.0,594.0,500,12,personal,married,0,0.0,mortgage,high_school,5,1,101.0,0.0,0.008,0.155,1,0.589
40,17522.0,4.0,630.0,7040,36,business,married,2,,rent,high_school,3,0,,,0.402,0.165,0,0.161
32,19445.0,5.0,622.0,16520,48,home_improvement,married,1,10856.0,mortgage,high_school,4,0,,0.558,0.85,0.259,0,0.127
54,76455.0,6.0,777.0,21946,48,home_improvement,single,0,20347.0,mortgage,high_school,5,0,,0.266,0.287,0.069,1,0.84
38,,8.0,703.0,7559,48,personal,divorced,1,15119.0,mortgage,phd,2,0,,0.302,0.151,0.069,1,0.777
31,65840.0,4.0,575.0,51875,36,medical,single,1,15126.0,rent,bachelor,2,0,,0.23,0.788,0.27,0,0.246
19,52199.0,5.0,682.0,16822,60,education,married,2,3930.0,rent,high_school,5,0,,0.075,0.322,0.123,1,0.751
28,5000.0,10.0,569.0,16518,36,business,single,1,4323.0,mortgage,bachelor,5,0,,0.864,3.303,0.35,0,0.01
68,48128.0,5.0,671.0,2104,36,car,single,0,15104.0,own,bachelor,3,1,80.0,0.314,0.044,0.123,0,0.337
56,61355.0,7.0,759.0,572,36,debt_consolidation,married,0,2492.0,mortgage,other,6,0,,0.041,0.009,0.03,1,0.931
55,36632.0,6.0,493.0,500,60,debt_consolidation,single,1,0.0,mortgage,bachelor,6,0,,0.0,0.014,0.156,1,0.637
51,32188.0,4.0,569.0,28714,24,car,widowed,1,29294.0,own,master,4,0,,0.91,0.892,0.294,0,0.052
55,86111.0,3.0,662.0,27125,36,debt_consolidation,single,2,0.0,other,bachelor,5,0,,0.0,0.315,0.132,1,0.821
67,48493.0,5.0,618.0,14985,36,home_improvement,single,1,3121.0,own,high_school,2,0,,0.064,0.309,0.153,0,0.51
51,61370.0,4.0,667.0,2851,24,business,single,0,28399.0,mortgage,bachelor,3,0,,0.463,0.046,0.076,1,0.532
35,69353.0,4.0,643.0,12225,36,debt_consolidation,single,1,0.0,mortgage,bachelor,5,1,49.0,0.0,0.176,0.164,0,0.587
47,24964.0,5.0,516.0,29214,48,debt_consolidation,married,0,14817.0,own,bachelor,2,0,,0.594,1.17,0.35,0,0.055
32,54830.0,2.0,700.0,9958,60,personal,married,1,16137.0,own,bachelor,6,0,,0.294,0.182,0.086,1,0.654
44,82991.0,7.0,,5980,60,education,single,2,8647.0,mortgage,bachelor,4,0,,0.104,0.072,0.143,1,0.805
68,95481.0,3.0,666.0,11190,48,debt_consolidation,single,0,4174.0,own,other,5,0,,0.044,0.117,0.09,1,0.879
51,50998.0,5.0,614.0,12071,24,personal,single,0,0.0,own,other,3,0,,0.0,0.237,0.14,1,0.607
69,44051.0,6.0,842.0,22381,72,education,single,0,19418.0,mortgage,bachelor,7,0,,0.441,0.508,0.081,1,0.764
55,56726.0,8.0,640.0,500,36,debt_consolidation,married,0,26540.0,rent,bachelor,3,0,,0.468,0.009,0.082,1,0.615
50,56091.0,5.0,678.0,16693,60,home_improvement,married,2,24943.0,rent,bachelor,2,0,,0.445,0.298,0.121,0,0.438
41,84669.0,3.0,694.0,8032,72,debt_consolidation,married,1,15563.0,rent,bachelor,2,1,90.0,0.184,0.095,0.122,0,0.517
32,25090.0,3.0,677.0,9645,60,personal,divorced,1,0.0,own,other,4,0,,0.0,0.384,0.138,0,0.494
47,43003.0,5.0,648.0,22545,36,car,married,0,21542.0,mortgage,high_school,4,0,,0.501,0.524,0.181,0,0.305
59,22071.0,7.0,,1982,36,car,married,1,8374.0,mortgage,bachelor,1,0,,0.379,0.09,0.132,0,0.263
68,24698.0,5.0,641.0,16799,12,personal,single,1,1119.0,other,high_school,4,0,,0.045,0.68,0.216,0,0.367
34,59414.0,5.0,501.0,19813,48,debt_consolidation,divorced,0,19863.0,rent,bachelor,3,0,,0.334,0.333,0.216,0,0.336
22,70246.0,10.0,689.0,20796,48,debt_consolidation,married,2,13390.0,mortgage,high_school,4,0,,0.191,0.296,0.115,1,0.821
46,33765.0,2.0,850.0,22069,60,debt_consolidation,single,0,25134.0,rent,master,5,0,,0.744,0.654,0.106,0,0.328
21,69302.0,6.0,664.0,20719,12,debt_consolidation,married,1,15113.0,rent,bachelor,8,0,,0.218,0.299,0.128,1,0.831
27,77789.0,7.0,677.0,22193,60,education,widowed,1,5997.0,mortgage,master,1,0,,0.077,0.285,0.118,1,0.766
34,98368.0,4.0,526.0,6192,60,education,married,1,4766.0,rent,other,4,0,,0.048,0.063,0.15,1,0.814
27,51744.0,11.0,585.0,28657,24,debt_consolidation,single,1,19169.0,rent,master,3,0,,0.37,0.554,0.218,0,0.443
34,34006.0,5.0,722.0,3154,36,debt_consolidation,divorced,1,0.0,rent,bachelor,1,0,,0.0,0.093,0.058,1,0.647
37,24938.0,4.0,534.0,18703,48,debt_consolidation,widowed,1,2476.0,mortgage,high_school,5,0,,0.099,0.75,0.283,0,0.248
41,22455.0,1.0,592.0,8191,48,personal,single,1,0.0,mortgage,phd,5,0,,0.0,0.365,0.177,1,0.376
22,81245.0,11.0,695.0,500,24,medical,married,1,,rent,master,3,0,,,0.006,0.054,1,0.86
51,12123.0,3.0,715.0,9299,24,car,married,3,19676.0,rent,high_school,1,0,,1.623,0.767,0.196,0,0.012
23,80444.0,2.0,641.0,13815,60,debt_consolidation,single,1,0.0,rent,bachelor,7,0,,0.0,0.172,0.114,1,0.855
19,28289.0,7.0,660.0,28869,36,home_improvement,married,1,0.0,rent,high_school,7,0,,0.0,1.02,0.274,1,0.486
30,32870.0,5.0,660.0,33197,36,debt_consolidation,single,3,24298.0,mortgage,bachelor,5,0,,0.739,1.01,0.272,0,0.139
60,46211.0,,551.0,13704,60,personal,married,1,0.0,mortgage,high_school,8,0,,0.0,0.297,0.184,1,0.591
60,32409.0,6.0,644.0,1110,48,business,divorced,0,19650.0,other,bachelor,5,0,,0.606,0.034,0.085,0,0.425
65,73299.0,4.0,669.0,1939,48,education,married,0,9788.0,mortgage,bachelor,4,0,,0.134,0.026,0.071,1,0.831
28,95334.0,9.0,643.0,22719,48,car,single,0,2065.0,mortgage,high_school,6,0,,0.022,0.238,0.126,1,0.911
68,33564.0,4.0,496.0,22082,48,car,divorced,0,18701.0,mortgage,phd,5,1,83.0,0.557,0.658,0.334,0,0.047
64,39194.0,9.0,773.0,8926,48,debt_consolidation,widowed,1,10477.0,other,master,3,0,,0.267,0.228,0.059,1,0.725
40,45917.0,5.0,563.0,3258,72,debt_consolidation,single,1,32417.0,mortgage,bachelor,2,1,18.0,0.706,0.071,0.183,0,0.115
33,63526.0,2.0,656.0,24923,36,car,divorced,1,0.0,own,master,5,0,,0.0,0.392,0.15,1,0.667
48,46163.0,8.0,676.0,2720,36,debt_consolidation,single,0,0.0,rent,master,3,0,,0.0,0.059,0.074,1,0.791
28,84681.0,2.0,614.0,10557,24,debt_consolidation,single,0,9757.0,own,bachelor,4,0,,0.115,0.125,0.118,1,0.734
33,78666.0,7.0,670.0,19735,60,car,married,1,17145.0,mortgage,high_school,5,0,,0.218,0.251,0.115,1,0.793
25,20363.0,9.0,588.0,500,48,personal,married,2,7185.0,own,bachelor,3,0,,0.353,0.025,0.111,0,0.426
21,63024.0,3.0,822.0,24533,24,personal,married,0,36976.0,mortgage,master,5,0,,0.587,0.389,0.067,1,0.61
57,88008.0,3.0,629.0,38803,36,debt_consolidation,single,1,28193.0,mortgage,bachelor,5,0,,0.32,0.441,0.174,1,0.628
21,37630.0,6.0,722.0,16139,36,debt_consolidation,single,1,2117.0,rent,bachelor,4,0,,0.056,0.429,0.125,1,0.66
42,42643.0,7.0,563.0,14653,36,car,divorced,1,10964.0,rent,other,4,0,,0.257,0.344,0.187,1,0.427
20,36799.0,2.0,708.0,15443,72,personal,single,1,0.0,mortgage,high_school,2,0,,0.0,0.42,0.13,0,0.47
49,37323.0,9.0,593.0,17248,60,personal,single,2,25774.0,own,high_school,4,0,,0.691,0.462,0.196,0,0.25
20,8289.0,5.0,539.0,7700,12,personal,married,1,0.0,rent,master,4,1,59.0,0.0,0.929,0.35,0,0.065
44,16792.0,5.0,565.0,3757,36,education,married,2,12984.0,mortgage,high_school,1,0,,0.773,0.224,0.162,0,0.137
46,,3.0,582.0,11469,12,debt_consolidation,single,0,6139.0,rent,high_school,3,0,,0.123,0.229,0.153,0,0.49
49,87840.0,6.0,659.0,16536,60,debt_consolidation,single,1,0.0,own,master,3,1,29.0,0.0,0.188,0.158,1,0.659
67,34666.0,6.0,850.0,5016,48,debt_consolidation,married,2,22503.0,rent,bachelor,4,0,,0.649,0.145,0.03,1,0.617
68,33931.0,4.0,850.0,1534,72,education,widowed,0,0.0,mortgage,bachelor,3,0,,0.0,0.045,0.03,1,0.862
36,92538.0,6.0,624.0,10596,60,debt_consolidation,single,1,2211.0,mortgage,bachelor,5,0,,0.024,0.115,0.111,1,0.888
38,22294.0,8.0,727.0,1666,48,medical,married,0,22793.0,own,high_school,1,0,,1.022,0.075,0.052,0,0.176
22,8469.0,4.0,550.0,21718,60,medical,single,0,0.0,mortgage,bachelor,10,0,,0.0,2.564,0.35,0,0.021
35,29287.0,6.0,482.0,500,60,debt_consolidation,married,1,32363.0,mortgage,bachelor,3,0,,1.105,0.017,0.162,0,0.1
45,33430.0,4.0,652.0,3319,36,personal,single,1,0.0,mortgage,high_school,8,0,,0.0,0.099,0.094,1,0.771
59,6314.0,9.0,694.0,29135,48,car,married,0,0.0,mortgage,master,2,0,,0.0,4.614,0.35,0,0.01
39,46799.0,5.0,713.0,12783,48,personal,married,0,10698.0,mortgage,high_school,2,0,,0.229,0.273,0.098,1,0.542
38,73711.0,7.0,736.0,16839,48,personal,married,0,34512.0,mortgage,high_school,5,0,,0.468,0.228,0.078,1,0.752
23,17851.0,2.0,624.0,13711,36,debt_consolidation,married,0,9911.0,own,high_school,3,0,,0.555,0.768,0.242,0,0.104
18,52189.0,4.0,656.0,8727,36,home_improvement,married,1,24721.0,rent,bachelor,7,0,,0.474,0.167,0.105,1,0.607
22,59898.0,4.0,716.0,25952,36,debt_consolidation,married,1,0.0,rent,master,2,0,,0.0,0.433,0.129,0,0.657
58,47915.0,7.0,745.0,9281,12,business,single,0,4503.0,mortgage,bachelor,6,0,,0.094,0.194,0.066,1,0.823
29,54642.0,3.0,577.0,6715,72,car,single,0,5459.0,rent,high_school,5,0,,0.1,0.123,0.136,1,0.605
43,54933.0,4.0,667.0,21568,60,personal,married,0,0.0,own,high_school,4,0,,0.0,0.393,0.145,1,0.648
63,29682.0,3.0,,500,60,debt_consolidation,married,0,0.0,rent,bachelor,3,0,,0.0,0.017,0.052,0,0.661
51,87465.0,3.0,662.0,12146,48,medical,married,1,6376.0,own,high_school,1,0,,0.073,0.139,0.097,1,0.685
66,81194.0,2.0,600.0,9810,60,personal,married,0,33696.0,rent,high_school,0,0,,0.415,0.121,0.124,0,0.38
31,79748.0,10.0,650.0,11958,72,education,married,3,13278.0,mortgage,bachelor,6,1,2.0,0.166,0.15,0.155,1,0.779
43,75342.0,3.0,692.0,10116,36,debt_consolidation,married,0,0.0,other,master,4,0,,0.0,0.134,0.081,1,0.827
62,10626.0,2.0,589.0,18751,60,car,married,0,0.0,mortgage,master,5,0,,0.0,1.764,0.35,0,0.06
44,73152.0,6.0,554.0,25997,36,debt_consolidation,single,0,4419.0,mortgage,master,5,0,,0.06,0.355,0.194,1,0.691
26,66390.0,4.0,815.0,19593,60,debt_consolidation,single,2,3404.0,other,bachelor,1,0,,0.051,0.295,0.052,1,0.775
43,115870.0,6.0,665.0,11631,60,debt_consolidation,married,0,15768.0,own,bachelor,6,0,,0.136,0.1,0.268,0,0.053
64,44627.0,2.0,725.0,21314,72,debt_consolidation,single,0,6194.0,own,bachelor,4,0,,0.139,0.478,0.133,0,0.542
39,56920.0,4.0,667.0,22486,12,business,single,1,19477.0,rent,high_school,3,1,74.0,0.342,0.395,0.196,0,0.221
64,91608.0,9.0,734.0,18609,36,home_improvement,single,4,21513.0,mortgage,bachelor,6,0,,0.235,0.203,0.074,1,0.921
47,68118.0,10.0,656.0,25486,24,medical,single,1,8952.0,rent,high_school,4,0,,0.131,0.374,0.147,1,0.746
60,28386.0,5.0,697.0,500,48,debt_consolidation,married,0,9163.0,mortgage,high_school,5,0,,0.323,0.018,0.055,1,0.622
65,92385.0,2.0,561.0,15268,48,debt_consolidation,single,0,10514.0,mortgage,high_school,4,0,,0.114,0.165,0.153,1,0.698
34,51094.0,3.0,509.0,18079,36,debt_consolidation,married,0,0.0,own,other,5,0,,0.0,0.354,0.216,0,0.487
43,43604.0,7.0,612.0,500,60,debt_consolidation,single,0,20806.0,rent,master,2,1,29.0,0.477,0.011,0.146,0,0.233
53,41822.0,,536.0,17208,36,home_improvement,married,0,35459.0,mortgage,bachelor,5,0,,0.848,0.411,0.214,0,0.169
18,,4.0,481.0,24150,60,education,married,2,10889.0,mortgage,high_school,2,0,,0.218,0.483,0.35,0,0.051
25,47256.0,2.0,674.0,12761,36,personal,married,0,0.0,rent,high_school,5,0,,0.0,0.27,0.117,1,0.656
66,62437.0,7.0,508.0,21565,36,home_improvement,married,0,9895.0,mortgage,bachelor,2,0,,0.158,0.345,0.215,0,0.433
52,40365.0,6.0,726.0,25228,48,debt_consolidation,single,0,3476.0,mortgage,bachelor,3,0,,0.086,0.625,0.162,0,0.552
69,60511.0,7.0,765.0,28425,48,debt_consolidation,married,2,10411.0,other,master,2,0,,0.172,0.47,0.112,1,0.693
32,28390.0,7.0,535.0,26622,24,personal,single,1,5320.0,own,high_school,2,0,,0.187,0.938,0.32,0,0.141
64,46477.0,3.0,673.0,28656,60,medical,single,0,0.0,rent,bachelor,4,0,,0.0,0.617,0.187,0,0.489
39,57914.0,3.0,799.0,10005,48,business,divorced,0,11431.0,own,other,2,0,,0.197,0.173,0.035,1,0.687
31,54742.0,4.0,612.0,11099,60,debt_consolidation,widowed,2,43365.0,mortgage,high_school,6,0,,0.792,0.203,0.135,0,0.367
43,9863.0,5.0,699.0,500,60,debt_consolidation,married,0,0.0,mortgage,bachelor,8,0,,0.0,0.051,0.061,1,0.779
45,39025.0,2.0,841.0,4348,48,debt_consolidation,widowed,1,26458.0,mortgage,high_school,5,0,,0.678,0.111,0.03,0,0.569
40,91937.0,4.0,516.0,27184,72,personal,married,1,16009.0,mortgage,high_school,4,0,,0.174,0.296,0.201,0,0.597
31,,7.0,568.0,8951,60,debt_consolidation,married,0,0.0,mortgage,master,0,0,,0.0,0.179,0.163,1,0.431
41,50395.0,5.0,695.0,18976,72,education,single,0,0.0,mortgage,bachelor,4,0,,0.0,0.377,0.128,1,0.737
19,47831.0,6.0,824.0,17407,60,car,divorced,3,13940.0,rent,bachelor,5,0,,0.291,0.364,0.061,1,0.747
62,89206.0,4.0,593.0,27407,60,car,married,2,15414.0,rent,bachelor,7,0,,0.173,0.307,0.165,1,0.77
